ID	Area	Title	Description
740	약국/한약방	전일약국	약국
741	병원	여수성심병원	종합병원
742	약국/한약방	세화당정한약국	한약방
743	병원	하은치과	치과의원
744	약국/한약방	유달한약방	한약방
745	병원	맥의원	기타병원
746	약국/한약방	삼원온누리약국	약국
747	병원	김융기안과의원	안과의원
748	병원	조소아과의원	소아과
749	수의업	조수의과병원	동물병원
750	약국/한약방	영생약국	약국
751	약국/한약방	정신약국	약국
752	병원	오성백상치과의원	치과의원
753	병원	흥생한의원	한의원
754	병원	한영한마음연합소아과의원	소아과
755	약국/한약방	아이파크약국	약국
756	수의업	한사랑동물병원	동물병원
757	병원	연세메디의원	기타병원
758	병원	삼성의원	기타병원
759	병원	차안과	안과의원
760	병원	미치과	치과의원
761	약국/한약방	도약국	약국
762	병원	영남의원	기타병원
763	병원	신생활화장품피부과학연구소	피부과
764	병원	맑은성모이비인후과	이비인후과의원
765	병원	천마산한누리요양병원	노인/치매병원
766	병원	고운미소치과	치과의원
767	약국/한약방	유명약국	약국
768	수의업	폭시팻동물병원	동물병원
769	병원	박흥진내과의원	내과/외과
770	병원	경원치과	치과의원
771	병원	최승은소아과	소아과
772	병원	구리장중환산부인과	산부인과
773	병원	이영창내과이비인후과	내과/외과
774	병원	안의한의원	한의원
775	유사의료업	목아조기교실	언어치료
776	약국/한약방	일산마그넷약국	약국
777	병원	성모의원	기타병원
778	약국/한약방	태강화랑	약국
779	수의업	박동물병원	동물병원
780	병원	칠곡의원	기타병원
781	약국/한약방	대성약국	약국
782	유사의료업	국제체형운동원	척추교정치료
783	약국/한약방	동강원한약방	한약방
784	병원	롯데제일안과의원	안과의원
785	유사의료업	E.M.S	응급구조대
786	병원	심이비인후과의원	이비인후과의원
787	약국/한약방	삼대한약방	한약방
788	수의업	호남동물병원	동물병원
789	병원	우리들이비인후과의원	이비인후과의원
790	약국/한약방	소안약국	약국
791	병원	강현철의원	내과/외과
792	유사의료업	JK언어치료교육센터	언어치료
793	약국/한약방	춘수당한약방	한약방
794	약국/한약방	메디팜새가야약국	약국
795	병원	고은소아과	소아과
796	약국/한약방	장춘당한약방	한약방
797	약국/한약방	태영당건재한약방	한약방
798	병원	뷰티스피부과	피부과
799	병원	이안치과	치과의원
800	병원	금강병원	종합병원
801	약국/한약방	대웅당한약방	한약방
802	병원	제민한의원	한의원
803	유사의료업	수지침	침구원
804	유사의료업	유달헌혈의집	혈액원
805	약국/한약방	성모약국	약국
806	병원	배성식한의원	한의원
807	병원	맑은마음신경정신과의원	기타병원
808	병원	바롬피부과	피부과
809	수의업	남창가축병원	동물병원
810	병원	원광대학교산본치과병원	치과병원
811	병원	서울의원	기타병원
812	병원	목포시치과의사회	치과의원
813	병원	선피부비뇨기과	비뇨기과
814	병원	정가정의학과의원	기타병원
815	약국/한약방	사거리한약방	한약방
816	병원	임재환신경내과의원	내과/외과
817	병원	일산제일병원	산부인과
818	병원	세종소아과	소아과
819	병원	혜생한의원	한의원
820	약국/한약방	평화약방	약국
821	약국/한약방	삼영약방	약국
822	병원	선이고운의원	정형/성형외과
823	유사의료업	참치과기공소	치과기공소
824	약국/한약방	연가약국	약국
825	수의업	고려동물병원	동물병원
826	약국/한약방	우리약국	약국
827	약국/한약방	국제약국	약국
828	약국/한약방	새하늘약국	약국
829	약국/한약방	정인약국	약국
830	약국/한약방	나래약국	약국
831	병원	추동호정신신경과의원	기타병원
832	약국/한약방	은약국	약국
833	약국/한약방	보건약국	약국
834	병원	삶과돌봄	노인/치매병원
835	병원	시화박산부인과	산부인과
836	약국/한약방	백제당약국	약국
837	병원	연세조슈아	기타병원
838	병원	동부소화의원	기타병원
839	약국/한약방	대일약방	약국
840	병원	사과나무치과병원	치과병원
841	병원	연세봄정신과	기타병원
842	병원	구피부비뇨기과	비뇨기과
843	수의업	폭시펫동물병원	동물병원
844	약국/한약방	대명약국	약국
845	병원	중앙의원	기타병원
846	병원	신이빈인후과	이비인후과의원
847	약국/한약방	가평참빛약국	약국
848	병원	서강한의원	한의원
849	병원	비앤아이성형외과	정형/성형외과
850	병원	김판수이비인후과의원	이비인후과의원
851	약국/한약방	동신약국	약국
852	병원	한가람치과의원	치과의원
853	유사의료업	부속치과기공소	치과기공소
854	병원	구치과의원	치과의원
855	병원	토탈치과재료상사	치과의원
856	병원	청평제일한의원	한의원
857	병원	이원의료재단	기타병원
858	수의업	아프리카동물병원	동물병원
859	병원	선내과	내과/외과
860	병원	문진균치과	치과의원
861	약국/한약방	조은약국	약국
862	약국/한약방	달성약국	약국
863	약국/한약방	정수메디팜약국	약국
864	수의업	송우동물병원	동물병원
865	약국/한약방	홍성한약방	한약방
866	병원	평화마취통증의학과	기타병원
867	병원	제일의원	일반병원
868	약국/한약방	신행복약국	약국
869	약국/한약방	태춘당약국	약국
870	약국/한약방	고려약국	약국
871	병원	다보스병원	종합병원
872	약국/한약방	독일약국	약국
873	약국/한약방	봉화약국	약국
874	약국/한약방	백학종점약국	약국
875	병원	비봉한의원	한의원
876	병원	화정치과	치과의원
877	약국/한약방	호남약방	약국
878	약국/한약방	궁전한약방	한약방
879	약국/한약방	가든약국	약국
880	병원	서울정형외과	정형/성형외과
881	병원	클레오성형외과	정형/성형외과
882	약국/한약방	모래내수약국	약국
883	약국/한약방	예새롬약국	약국
884	약국/한약방	유림한약방	한약방
885	병원	정선희한의원	한의원
886	약국/한약방	장생당한약방	한약방
887	유사의료업	대한적십자사	혈액원
888	약국/한약방	수생당건재한약방	한약방
889	병원	안명섭내과의원	내과/외과
890	수의업	서울가축병원	동물병원
891	병원	은혜의집	노인/치매병원
892	병원	박한의원	한의원
893	병원	세계로365병원	정형/성형외과
894	약국/한약방	영신약방	약국
895	병원	설광치과	치과의원
896	약국/한약방	근화당약방	약국
897	병원	민속2한의원	한의원
898	약국/한약방	인애약국	약국
899	약국/한약방	동서약국	약국
900	유사의료업	박상호치과기공소	치과기공소
901	유사의료업	고려수지침북부지회	침구원
902	병원	민장식피부비뇨기과	비뇨기과
903	약국/한약방	보신약방	약국
904	병원	우리가정의학과의원	일반병원
905	약국/한약방	영춘당한약국	한약방
906	약국/한약방	인수당건재한약방	한약방
907	약국/한약방	대성약국	약국
908	병원	하나이비인후과의원	이비인후과의원
909	병원	화승치과제료상사	치과의원
910	약국/한약방	킴스한약국	한약방
911	병원	인성의원산부인과	산부인과
912	약국/한약방	서울약방	약국
913	병원	세브란스치과의원	치과의원
914	약국/한약방	수화당한약방	한약방
915	병원	조용근정형외과	정형/성형외과
916	병원	정읍가정의학의원	일반병원
917	병원	순천향대학교부천병원장례식장	종합병원
918	유사의료업	고려수지침학회	침구원
919	약국/한약방	열린약국	약국
920	유사의료업	환자이송단	응급구조대
921	약국/한약방	한빛약국	약국
922	유사의료업	나무아동청소년상담센터	언어치료
923	병원	경희한의원	한의원
924	병원	임윤모제통의원	기타병원
925	병원	서울시립고양정신병원	기타병원
926	유사의료업	마산물리시술척추교정원	척추교정치료
927	유사의료업	대불치과기공소	치과기공소
928	병원	제이플란트치과의원	치과의원
929	약국/한약방	중앙약방	약국
930	약국/한약방	동의한약방	한약방
931	약국/한약방	불로당한약방	한약방
932	병원	박종희치과의원	치과의원
933	약국/한약방	용신약국	약국
934	약국/한약방	일산태양약국	약국
935	병원	미르소아과	소아과
936	병원	참편한가정의학과의원	일반병원
937	약국/한약방	영생당한약방	한약방
938	병원	호남치과재료상사	치과의원
939	병원	완도밝은안과	안과의원
940	유사의료업	대한응급환자이송단	응급구조대
941	병원	정다운병원	기타병원
942	병원	녹십자내과정형외과의원	정형/성형외과
943	유사의료업	전북알코올상담센터	유사의료업기타
944	약국/한약방	행복약국	약국
945	병원	세브란스통증크리닉의원	기타병원
946	약국/한약방	명호약방	약국
947	약국/한약방	동해약포	약국
948	약국/한약방	청수약국	약국
949	약국/한약방	전흥약국	약국
950	병원	한빛안과	안과의원
951	수의업	대창가축병원	동물병원
952	수의업	가나다가축병원	동물병원
953	병원	곽치과	치과의원
954	병원	리틀치과	치과의원
955	약국/한약방	행복한약국	약국
956	약국/한약방	롯데약국	약국
957	약국/한약방	관저태평양약국	약국
958	병원	통증클리닉의원	기타병원
959	병원	서해의원	기타병원
960	병원	김우진피부비뇨기과	비뇨기과
961	약국/한약방	연수당한약방	한약방
962	병원	목포세안종합병원장례식장	종합병원
963	수의업	장성가축병원	동물병원
964	수의업	삼양가축병원	동물병원
965	약국/한약방	예인당한약국	약국
966	병원	남동정형외과	정형/성형외과
967	수의업	삼양동물병원	동물병원
968	병원	중동삼성정형외과	내과/외과
969	약국/한약방	구세약국	약국
970	병원	변지원치과의원	치과의원
971	약국/한약방	낙원한약국	한약방
972	병원	경희수인한의원	한의원
973	병원	기독병원	일반병원
